subscription_id,account_id,plan_name,plan_type,billing_cycle_start_date,billing_cycle_end_date,status,is_trial,trial_start_date,trial_end_date,conversion_flag,renewal_count,cancel_reason,plan_start_date
sub_38695dc9d3b1,acc_b251e2087ae2,pro,monthly,2025-08-20,2025-09-19,active,False,,,False,2,,2025-08-20
sub_f2e770f88800,acc_4c7ebe95afbf,pro,monthly,2025-06-21,2025-07-21,active,True,2025-06-05,2025-06-19,True,4,,2025-06-21
sub_79153f25272e,acc_4cedd197fa86,free,free,2025-06-15,,active,False,,,False,0,,2025/06/15
sub_9962add956d3,acc_843df571d484,Pro,annual,2025-06-23,2026-06-23,active,True,2025-06-09,2025-06-23,True,0,,2025-06-23
sub_26d60feae662,acc_4574e755c427,free,free,2025-06-24,,active,True,2025-06-24,2025-07-08,False,0,,2025-06-24
sub_572f4ff67d71,acc_29ba8948131a,free,free,2025-07-23,,cancelled,True,2025-07-23,2025-08-06,False,0,switching_product,2025-07-23
sub_9a6ea28c6a4f,acc_29ba8948131a,pro,monthly,2025-09-01,2025-10-01,active,False,,,False,1,,2025-09-01
sub_2b46cb41fff9,acc_d7aa8f763e64,free,free,2025-07-09,,active,False,,,False,0,,2025-07-09
sub_2b6901c37125,acc_47224061c0f0,free,free,2025-07-16,,active,True,2025-07-16,2025-07-30,False,0,,2025-07-16
sub_ae495684cc0b,acc_47224061c0f0,pro,monthly,2025-08-27,2025-09-26,active,False,,,False,2,,2025-08-27
sub_d82d1c5d15e9,acc_47224061c0f0,basic,monthly,2025-09-27,2025-10-27,active,False,,,False,1,,2025-09-27
sub_5e64c4791102,acc_5145cbb159fc,free,free,2025-07-30,,active,False,,,False,0,,2025-07-30
sub_0c8910ac0a2d,acc_38214a386fd5,pro,monthly,2025-07-29,2025-08-28,active,True,2025-07-14,2025-07-28,True,3,,2025-07-29
sub_ff241e7b3ca8,acc_4e949c602a42,free,free,2025-06-26,,active,False,,,False,0,,2025-06-26
sub_18c59ba2ce9d,acc_d1e1612819f1,basic,monthly,2025-06-24,2025-07-24,active,True,2025-06-09,2025-06-23,True,4,,2025-06-24
sub_d230b60943e2,acc_d1e1612819f1,basic,annual,2025-08-03,2026-08-03,active,False,,,False,0,,2025-08-03
sub_dee9a3e2945d,acc_cbcfd180fc14,free,free,2025-06-07,,cancelled,True,2025-06-07,2025-06-21,False,0,switching_product,2025-06-07
sub_0e03ec93e4c0,acc_7b8a73684381,basic,ANNUAL,2025-07-17,2026-07-17,active,True,2025-07-01,2025-07-15,True,0,,2025-07-17
sub_eab298c2d749,acc_8b1a82b4cf49,pro,annual,2025-06-22,2025-07-21,cancelled,True,2025-06-08,2025-06-22,True,0,switching_product,2025-06-22
sub_b13a593dd5a2,acc_643396c82113,basic,annual,2025-06-20,2025-07-13,cancelled,True,2025-06-06,2025-06-20,True,0,too_expensive,2025-06-20
sub_76f56ae01ca6,acc_c48db61e731f,free,free,2025-07-13,,active,False,,,False,0,,2025-07-13
sub_dbfb8f438b55,acc_b46bc206407d,free,free,2025-07-12,,active,True,2025-07-12,2025-07-26,False,0,,2025-07-12
sub_2d0f571cda04,acc_b46bc206407d,pro,annual,2025-08-21,2026-08-21,active,False,,,False,0,,2025-08-21
sub_17cc89dc8aa7,acc_cf46fd17357a,basic,monthly,2025-06-17,2025-07-17,active,True,2025-06-02,2025-06-16,True,4,,2025/06/17
sub_08ea7c0f9425,acc_e0134fd4eea4,ultimate,monthly,2025-06-22,2025-07-22,active,True,2025-06-08,2025-06-22,True,4,,2025-06-22
sub_201980406a84,acc_e0134fd4eea4,pro,monthly,2025-07-23,2025-08-22,active,False,,,False,3,,2025-07-23
sub_d3c31f9cdef1,acc_e0134fd4eea4,basic,monthly,2025-08-31,2025-09-30,active,False,,,False,2,,2025-08-31
sub_012b94d1b483,acc_8e7b1a3cc511,basic,annual,2025-06-25,2026-06-25,active,True,2025-06-09,2025-06-23,True,0,,2025-06-25
sub_96d2a9d406cd,acc_66248bc814e7,free,free,2025-07-05,,cancelled,True,2025-07-05,2025-07-19,False,0,,2025-07-05
sub_2ff81f17a524,acc_876126280f2c,basic,monthly,2025-07-14,2025-08-13,active,True,2025-06-29,2025-07-13,True,3,,2025-07-14
sub_6b9068b42351,acc_ff0bf9b04e24,free,free,2025-07-23,,active,True,2025-07-23,2025-08-06,False,0,,2025-07-23
sub_efc712cb7672,acc_ff0bf9b04e24,BASIC,monthly,2025-09-05,2025-10-05,active,False,,,False,1,,2025-09-05
sub_7bb110d0729e,acc_ff0bf9b04e24,ultimate,monthly,2025-10-10,2025-11-09,active,False,,,False,0,,2025-10-10
sub_c05c5f14555b,acc_90e5858d9ac0,basic,monthly,2025-06-25,2025-08-07,cancelled,True,2025-06-09,2025-06-23,True,0,no_longer_needed,2025-06-25
sub_c6fee00efc30,acc_2e6ff338d22c,free,free,2025-06-28,,active,True,2025-06-28,2025-07-12,False,0,,2025-06-28
sub_d19639bbe9d2,acc_c997c99d31d6,free,free,2025-07-12,,active,True,2025-07-12,2025-07-26,False,0,,2025-07-12
sub_58b441d982e4,acc_ac3ce6454d0f,free,free,2025-06-08,,active,True,2025-06-08,2025-06-22,False,0,,2025-06-08
sub_f1be3b40bea9,acc_ac3ce6454d0f,basic,monthly,2025-07-22,2025-08-21,active,False,,,False,3,,2025-07-22
sub_16263d960217,acc_d9aefce5eb63,basic,monthly,2025-07-01,2025-09-11,cancelled,True,2025-06-15,2025-06-29,True,0,trial_ended,2025-07-01
sub_293be15e141a,acc_d9aefce5eb63,basic,monthly,2025-09-19,2025-10-19,active,False,,,False,1,,2025-09-19
sub_fa2416017d74,acc_d9aefce5eb63,basic,MONTHLY,2025-10-23,2025-11-22,active,False,,,False,0,,2025-10-23
sub_f275bae6470b,acc_61f6c3ea9f69,basic,annual,2025-07-06,2025-09-12,cancelled,True,2025-06-20,2025-07-04,True,0,switching_product,2025-07-06
sub_849784bf3fe1,acc_ba0f011128fd,pro,monthly,2025-06-27,2025-07-12,cancelled,True,2025-06-11,2025-06-25,True,0,,2025-06-27
sub_f62bc67bed35,acc_ba0f011128fd,ultimate,monthly,2025-07-18,2025-08-17,active,False,,,False,3,,2025-07-18
sub_19cc3256912e,acc_cb05aa679011,ultimate,monthly,2025-07-17,2025-08-16,active,True,2025-07-01,2025-07-15,True,3,,2025-07-17
sub_f57d5037215f,acc_cb05aa679011,pro,annual,2025-08-18,2026-08-18,active,False,,,False,0,,2025-08-18
sub_38bafd249f63,acc_0ddf4bf7479b,basic,annual,2025-08-01,2026-08-01,active,True,2025-07-17,2025-07-31,True,0,,2025-08-01
sub_0afb9b6b32c3,acc_48fbc39a25f1,basic,monthly,2025-07-19,2025-08-18,active,True,2025-07-03,2025-07-17,True,3,,2025-07-19
sub_69df9649bc41,acc_2e3ce19330bf,free,free,2025-06-27,,active,False,,,False,0,,2025-06-27
sub_b821ba802ad9,acc_378f83e768db,free,free,2025-07-30,,cancelled,True,2025-07-30,2025-08-13,False,0,,2025-07-30
sub_2b257100e79e,acc_a3d6cc77c634,free,free,2025-07-14,,cancelled,True,2025-07-14,2025-07-28,False,0,missing_features,2025-07-14
sub_2ebf18515499,acc_95b47c9f2365,pro,monthly,2025-07-01,2025-07-31,active,True,2025-06-16,2025-06-30,True,4,,2025-07-01
sub_344e92143ac7,acc_95b47c9f2365,basic,monthly,2025-08-03,2025-09-02,active,False,,,False,2,,2025-08-03
sub_eded00b51503,acc_f2ed6e5f2d72,free,free,2025-07-30,,active,True,2025-07-30,2025-08-13,False,0,,2025-07-30
sub_8268531244d0,acc_dee6cb65412c,free,free,2025-06-08,,active,False,,,False,0,,2025/06/08
sub_05555af8a607,acc_dee6cb65412c,basic,annual,2025-07-12,2025-07-24,cancelled,False,,,False,0,no_longer_needed,2025-07-12
sub_17e018af7a53,acc_668131102240,free,free,2025-07-18,,active,False,,,False,0,,2025-07-18
sub_92565d584c6d,acc_ac9a1476a7ae,free,free,2025-07-25,,cancelled,True,2025-07-25,2025-08-08,False,0,,2025-07-25
sub_769dd7003e0a,acc_ac9a1476a7ae,basic,monthly,2025-09-04,2025-10-04,active,False,,,False,1,,2025-09-04
sub_80f0acbbeca3,acc_ac9a1476a7ae,basic,annual,2025-10-12,2025-10-30,cancelled,False,,,False,0,trial_ended,2025-10-12
sub_63638941803c,acc_ec0914a466be,free,free,2025-06-01,,active,True,2025-06-01,2025-06-15,False,0,,2025-06-01
sub_20ab2bad85b8,acc_ec0914a466be,ultimate,monthly,2025-07-15,2025-08-14,active,False,,,False,3,,2025/07/15
sub_a47be1f533ea,acc_ec0914a466be,basic,annual,2025-08-18,2025-09-09,cancelled,False,,,False,0,missing_features,2025-08-18
sub_ba758e474126,acc_c13620ff8b89,free,free,2025/07/01,,active,False,,,False,0,,2025-07-01
sub_1a059c2a1ebd,acc_c13620ff8b89,basic,monthly,2025/08/06,2025-09-05,active,False,,,False,2,,2025-08-06
sub_143fb52a608a,acc_3b7f840cef61,free,free,2025-06-09,,active,True,2025-06-09,2025-06-23,False,0,,2025-06-09
sub_2be9c32fd31d,acc_3b7f840cef61,ultimate,monthly,2025-07-13,2025-08-12,active,False,,,False,3,,2025-07-13
sub_30e9346f560f,acc_7b584ea2e30c,free,free,2025-06-22,,active,True,2025-06-22,2025-07-06,False,0,,2025-06-22
sub_f51eee6bde92,acc_316323928b30,free,free,2025-07-16,,active,False,,,False,0,,2025-07-16
sub_d0242184169f,acc_7fad8742e765,free,free,2025-06-07,,active,True,2025-06-07,2025-06-21,False,0,,2025-06-07
sub_7ef2c70c8e50,acc_7fad8742e765,pro,monthly,2025-07-18,2025-08-17,active,False,,,False,3,,2025/07/18
sub_e99a1453a37a,acc_7fad8742e765,pro,monthly,2025-08-24,2025-09-23,active,False,,,False,2,,2025-08-24
sub_b78b5e0dfdf2,acc_7fad8742e765,basic,monthly,2025-10-01,2025-10-31,active,False,,,False,0,,2025-10-01
sub_a488212c23aa,acc_5c69ac026ded,free,free,2025-06-01,,cancelled,True,2025-06-01,2025-06-15,False,0,trial_ended,2025-06-01
sub_bc2ae60ec55d,acc_5c69ac026ded,basic,Annual,2025-07-08,2026-07-08,active,False,,,False,0,,2025-07-08
sub_b6c38b93b103,acc_de39a02f895d,free,free,2025-06-08,,active,False,,,False,0,,2025-06-08
sub_48037b9be950,acc_de39a02f895d,ultimate,monthly,2025-07-14,2025-08-13,active,False,,,False,3,,2025-07-14
sub_b4bfc7ad5da0,acc_de39a02f895d,ultimate,annual,2025-08-28,2026-08-28,active,False,,,False,0,,2025-08-28
sub_8aaddcd7f875,acc_07b920b8960e,basic,monthly,2025-06-28,2025-07-28,active,True,2025-06-12,2025-06-26,True,4,,2025-06-28
sub_f6ac09294042,acc_07b920b8960e,basic,monthly,2025-08-03,2025-09-02,active,False,,,False,2,,2025-08-03
sub_6a98cbff5242,acc_ae3251b52db9,free,free,2025-06-28,,active,False,,,False,0,,2025-06-28
sub_24170ab8dd6a,acc_ae3251b52db9,Basic,monthly,2025-08-08,2025-09-07,active,False,,,False,2,,2025-08-08
sub_6aebbd367b20,acc_0fcc632ebfe9,basic,monthly,2025-07-16,2025-08-15,active,True,2025-07-01,2025-07-15,True,3,,2025-07-16
sub_f5d3c24510b3,acc_0fcc632ebfe9,ultimate,monthly,2025-08-25,2025/09/24,active,False,,,False,2,,2025-08-25
sub_57e39d5dac01,acc_3a7a36d9b181,basic,monthly,2025-06-19,2025-07-19,active,True,2025-06-04,2025-06-18,True,4,,2025-06-19
sub_3a66154a2b8a,acc_3a7a36d9b181,ultimate,monthly,2025-07-21,2025-08-20,active,False,,,False,3,,2025-07-21
sub_31d3d83bbf5e,acc_3a7a36d9b181,pro,monthly,2025-08-30,2025-09-21,cancelled,False,,,False,0,no_longer_needed,2025-08-30
sub_283e1588eef0,acc_3a7a36d9b181,basic,monthly,2025-09-25,2025-10-25,active,False,,,False,1,,2025-09-25
sub_f347ca721dce,acc_03e597c94d9d,ultimate,monthly,2025-08-16,2025-09-15,active,True,2025-07-31,2025-08-14,True,2,,2025-08-16
sub_62c994f2e8ee,acc_03e597c94d9d,ultimate,annual,2025-09-25,2026-09-25,active,False,,,False,0,,2025-09-25
sub_1feb69f4b982,acc_4af7ced07593,free,free,2025-06-24,,cancelled,True,2025-06-24,2025-07-08,False,0,no_longer_needed,2025-06-24
sub_b8d906ccfed0,acc_b1047def4ed7,basic,monthly,2025-08-01,2025-08-31,active,True,2025-07-18,2025-08-01,True,3,,2025-08-01
sub_0b3e6743888f,acc_161cad73d1b2,pro,annual,2025-07-20,2026-07-20,active,True,2025-07-05,2025-07-19,True,0,,2025-07-20
sub_1f5dd825e318,acc_381b4403443e,free,free,2025-06-17,,active,True,2025-06-17,2025-07-01,False,0,,2025-06-17
sub_815de45dfa94,acc_381b4403443e,pro,monthly,2025-07-20,2025-08-19,active,False,,,False,3,,2025-07-20
sub_7c2e5f3d4f49,acc_d253106b3e0e,free,free,2025-07-03,,active,True,2025-07-03,2025-07-17,False,0,,2025-07-03
sub_de49c3472b6c,acc_f0bda2ddce05,free,free,2025-07-23,,cancelled,True,2025-07-23,2025-08-06,False,0,switching_product,2025-07-23
sub_a526cd0542f0,acc_e0717ba1d298,free,free,2025-07-09,,active,False,,,False,0,,2025-07-09
sub_504807b2cc55,acc_e0717ba1d298,ultimate,monthly,2025-08-15,2025-09-14,active,False,,,False,2,,2025-08-15
sub_741e9249e74d,acc_4716516c8131,free,free,2025-07-17,,cancelled,True,2025-07-17,2025-07-31,False,0,switching_product,2025-07-17
sub_497adb6e30e2,acc_4716516c8131,basic,monthly,2025-08-23,2025-09-22,active,False,,,False,2,,2025-08-23
sub_07694bccadc8,acc_0a814cd337cf,free,free,2025-07-11,,active,False,,,False,0,,2025-07-11
sub_ba02924aa152,acc_0a814cd337cf,basic,monthly,2025-08-20,2025-09-19,active,False,,,False,2,,2025-08-20
sub_519ca78451f8,acc_0a814cd337cf,basic,annual,2025-09-21,2026-09-21,active,False,,,False,0,,2025-09-21
sub_d4283cca2d73,acc_c44a87f6b6ce,free,free,2025-06-08,,active,True,2025-06-08,2025-06-22,False,0,,2025-06-08
sub_c8f82239855b,acc_c44a87f6b6ce,pro,monthly,2025-07-12,2025-08-11,active,False,,,False,3,,2025-07-12
sub_eefc5a1138e8,acc_7ffa63874cd7,free,free,2025-07-28,,active,True,2025-07-28,2025-08-11,False,0,,2025-07-28
sub_6623c0c29e41,acc_7ffa63874cd7,Basic,annual,2025-09-02,2026-09-02,active,False,,,False,0,,2025-09-02
sub_6a4035890e37,acc_9e3669d90fa6,basic,annual,2025-06-16,2026/06/16,active,True,2025-06-02,2025-06-16,True,0,,2025-06-16
sub_215f1c18ccf5,acc_7044ce398986,free,free,2025-07-11,,active,True,2025-07-11,2025-07-25,False,0,,2025-07-11
sub_c29f87be8c6a,acc_7044ce398986,basic,monthly,2025-08-16,2025-09-15,active,False,,,False,2,,2025-08-16
sub_5dc770892d1a,acc_413b6bfbf52f,pro,monthly,2025-07-14,2025-08-06,cancelled,True,2025-06-29,2025-07-13,True,0,too_expensive,2025-07-14
sub_55ab8efcbc92,acc_a23cfd387204,free,free,2025-07-07,,cancelled,True,2025-07-07,2025-07-21,False,0,trial_ended,2025-07-07
sub_e5d31ce4e6c1,acc_a23cfd387204,pro,annual,2025-08-16,2026-08-16,active,False,,,False,0,,2025/08/16
sub_c94606e0ab4d,acc_5c644115b9af,free,free,2025-06-10,,active,False,,,False,0,,2025-06-10
sub_0ece927e5e66,acc_ca51ae6d38b8,free,free,2025-06-07,,active,False,,,False,0,,2025-06-07
sub_fc0276f3be04,acc_ca51ae6d38b8,basic,annual,2025-07-22,2026-07-22,active,False,,,False,0,,2025-07-22
sub_4446c9277f0c,acc_fe83b772fa6a,basic,monthly,2025-08-14,2025-09-13,active,True,2025-07-31,2025-08-14,True,2,,2025-08-14
sub_65a24ebb944d,acc_fe83b772fa6a,ultimate,monthly,2025-09-18,2025-10-18,active,False,,,False,1,,2025-09-18
sub_a59ca904b1f2,acc_367662f74ea7,free,free,2025-06-09,,active,False,,,False,0,,2025-06-09
sub_133fab57fdb0,acc_de05d265be0e,free,free,2025-07-05,,active,False,,,False,0,,2025-07-05
sub_34a7aa11d42d,acc_de05d265be0e,basic,monthly,2025-08-19,2025-09-22,cancelled,False,,,False,0,,2025-08-19
sub_4fa29f0276ee,acc_6f18bcde5541,free,free,2025-06-28,,cancelled,True,2025-06-28,2025-07-12,False,0,missing_features,2025-06-28
sub_893c864e5aa4,acc_801c2caf84ac,free,free,2025-06-11,,active,False,,,False,0,,2025-06-11
sub_ac063bc0efaf,acc_6cd9b19a0f71,free,free,2025-06-03,,active,True,2025-06-03,2025-06-17,False,0,,2025-06-03
sub_01962140af43,acc_6cd9b19a0f71,pro,monthly,2025-07-13,2025-08-12,active,False,,,False,3,,2025-07-13
sub_dcba93eb73ad,acc_6cd9b19a0f71,PRO,monthly,2025/08/20,2025-09-19,active,False,,,False,2,,2025-08-20
sub_63f4bcc9eff7,acc_9f609780e327,free,free,2025-06-19,,active,True,2025-06-19,2025-07-03,False,0,,2025-06-19
sub_c4971aebf458,acc_9f609780e327,basic,monthly,2025-07-31,2025-08-30,active,False,,,False,3,,2025-07-31
sub_12b0b62476df,acc_26a29013eafa,free,free,2025-07-26,,active,True,2025-07-26,2025-08-09,False,0,,2025-07-26
sub_c6d8294bcd7e,acc_26a29013eafa,basic,monthly,2025-09-06,2025-10-30,cancelled,False,,,False,0,too_expensive,2025-09-06
sub_7bc942c08a47,acc_ecbdea4b5bfa,free,free,2025-06-28,,active,True,2025-06-28,2025-07-12,False,0,,2025-06-28
sub_aed497e14c27,acc_0c0b7c177e09,free,free,2025-06-27,,active,False,,,False,0,,2025-06-27
sub_dcf99b0ebcfd,acc_38def0e9ed06,basic,monthly,2025-07-21,2025/08/20,active,True,2025-07-05,2025-07-19,True,3,,2025-07-21
sub_54bc56cdb93d,acc_38def0e9ed06,pro,monthly,2025-08-24,2025-09-23,active,False,,,False,2,,2025-08-24
sub_434ab8010a2d,acc_1ed0748834e7,free,free,2025-06-16,,active,False,,,False,0,,2025-06-16
sub_9eb0124745a9,acc_96b098d61246,free,free,2025-07-25,,active,False,,,False,0,,2025-07-25
sub_fba4052f2e6f,acc_96b098d61246,basic,monthly,2025-08-27,2025-09-26,active,False,,,False,2,,2025-08-27
sub_3e5b2eacafb4,acc_b6516548d6f1,free,free,2025-06-09,,cancelled,True,2025-06-09,2025-06-23,False,0,trial_ended,2025-06-09
sub_aad962a6a2fc,acc_00fe876fb5d4,free,free,2025-06-05,,cancelled,True,2025-06-05,2025-06-19,False,0,switching_product,2025-06-05
sub_d25606d23b51,acc_acf130802142,basic,annual,2025-06-25,2026-06-25,active,True,2025-06-10,2025-06-24,True,0,,2025-06-25
sub_c38bb742c685,acc_f458adfb79cd,free,free,2025-06-01,,active,True,2025-06-01,2025-06-15,False,0,,2025-06-01
sub_051fb7d67dda,acc_81b034e245de,free,free,2025-07-31,,cancelled,True,2025-07-31,2025-08-14,False,0,too_expensive,2025-07-31
sub_883996f49584,acc_8e2c25205bb0,pro,annual,2025-07-19,2026-07-19,active,True,2025-07-04,2025-07-18,True,0,,2025-07-19
sub_15f37102a5ff,acc_755ca67bdd97,free,free,2025-07-24,,active,False,,,False,0,,2025-07-24
sub_f2420ae21416,acc_755ca67bdd97,basic,monthly,2025/09/03,2025-10-03,active,False,,,False,1,,2025-09-03
sub_faa870b22948,acc_f3d52c0922e0,free,free,2025-06-13,,active,True,2025-06-13,2025-06-27,False,0,,2025-06-13
sub_2afa9827b959,acc_f3d52c0922e0,basic,monthly,2025-07-27,2025-08-26,active,False,,,False,3,,2025-07-27
sub_98a931873279,acc_5066989b729e,free,free,2025-07-09,,active,False,,,False,0,,2025-07-09
sub_3bf444a20a8d,acc_4017bed58e7b,basic,annual,2025-07-21,2026-07-21,active,True,2025-07-07,2025-07-21,True,0,,2025-07-21
sub_a776c1954bf1,acc_7dd4764b8186,free,free,2025-07-19,,active,False,,,False,0,,2025-07-19
sub_ed24bec1904e,acc_7dd4764b8186,pro,annual,2025-08-28,2025-09-29,cancelled,False,,,False,0,trial_ended,2025-08-28
sub_f75c4ebc4730,acc_b74eb5ddef1a,free,free,2025-06-10,,cancelled,True,2025-06-10,2025-06-24,False,0,too_expensive,2025-06-10
sub_7cb16a4c483c,acc_5a8a2a48e12c,ultimate,monthly,2025-06-20,2025-07-20,active,True,2025-06-06,2025-06-20,True,4,,2025-06-20
sub_b2781c8883fb,acc_5a8a2a48e12c,basic,annual,2025-08-02,2026/08/02,active,False,,,False,0,,2025-08-02
sub_594d4fbe2501,acc_397f1416fd77,free,Free,2025-07-09,,cancelled,True,2025-07-09,2025-07-23,False,0,switching_product,2025-07-09
sub_31a5e71aa39c,acc_397f1416fd77,basic,monthly,2025-08-22,2025/09/21,active,False,,,False,2,,2025-08-22
sub_c218e78490e7,acc_397f1416fd77,basic,annual,2025-09-27,2026-09-27,active,False,,,False,0,,2025-09-27
sub_ed67fca1d0a6,acc_53385c7d8513,free,free,2025-07-16,,active,False,,,False,0,,2025-07-16
sub_eeed5692c774,acc_a3b89125a264,free,free,2025-06-10,,active,False,,,False,0,,2025-06-10
sub_a197a45bdd93,acc_0136806367c9,free,free,2025-06-18,,active,False,,,False,0,,2025-06-18
sub_0f87427bd422,acc_66391c4376bc,free,free,2025-07-12,,active,True,2025-07-12,2025-07-26,False,0,,2025-07-12
sub_ead5dca3e19c,acc_66391c4376bc,pro,monthly,2025-08-21,2025-09-07,cancelled,False,,,False,0,trial_ended,2025-08-21
sub_47cc230a2e55,acc_1d79c77755cc,free,free,2025-06-29,,cancelled,True,2025-06-29,2025-07-13,False,0,no_longer_needed,2025-06-29
sub_b9ad612def23,acc_1d79c77755cc,ultimate,monthly,2025-08-11,2025-09-10,active,False,,,False,2,,2025-08-11
sub_5d573f91aa70,acc_1d79c77755cc,ultimate,monthly,2025-09-15,2025-10-15,active,False,,,False,1,,2025-09-15
sub_59567a75bbf6,acc_1d79c77755cc,pro,monthly,2025-10-25,2025/11/24,active,False,,,False,0,,2025-10-25
sub_1cf31e052eca,acc_a73121943378,free,free,2025-06-03,,active,False,,,False,0,,2025-06-03
sub_7b2b79607151,acc_570d8b0da6a6,free,free,2025-07-07,,cancelled,True,2025-07-07,2025-07-21,False,0,,2025-07-07
sub_1287a140f358,acc_570d8b0da6a6,basic,monthly,2025-08-19,2025-09-18,active,False,,,False,2,,2025-08-19
sub_88893d4ffc63,acc_570d8b0da6a6,pro,monthly,2025-10-02,2025-11-01,active,False,,,False,0,,2025-10-02
sub_9225a4a17553,acc_f86063184e6f,pro,monthly,2025-06-22,2025-07-19,cancelled,True,2025-06-07,2025-06-21,True,0,no_longer_needed,2025-06-22
sub_b46d388a6228,acc_f86063184e6f,ultimate,annual,2025-07-30,2026-07-30,active,False,,,False,0,,2025-07-30
sub_ac3f9aefd405,acc_bad72bb988eb,free,free,2025-07-09,,active,True,2025-07-09,2025-07-23,False,0,,2025-07-09
sub_f3a2abed1c78,acc_93ec58e8436b,free,free,2025-07-07,,active,True,2025-07-07,2025-07-21,False,0,,2025-07-07
sub_185eaa023e2f,acc_93ec58e8436b,basic,monthly,2025-08-10,2025-10-07,cancelled,False,,,False,0,no_longer_needed,2025-08-10
sub_bde66bf596fe,acc_b2d0e35cdbe2,basic,monthly,2025-06-16,2025-07-02,cancelled,True,2025-06-02,2025-06-16,True,0,no_longer_needed,2025-06-16
sub_049409d8019d,acc_757f48cd206e,free,free,2025-06-27,,active,False,,,False,0,,2025-06-27
sub_8745b5359b41,acc_5ddc77806645,free,free,2025-06-13,,cancelled,True,2025-06-13,2025-06-27,False,0,missing_features,2025-06-13
sub_8ed26305fa20,acc_5ddc77806645,ultimate,ANNUAL,2025-07-22,2026-07-22,active,False,,,False,0,,2025-07-22
sub_d23338185aba,acc_2e4cf6abcd17,free,free,2025-07-23,,active,False,,,False,0,,2025-07-23
sub_49a306ed006c,acc_2e4cf6abcd17,basic,monthly,2025-08-30,2025-09-29,active,False,,,False,2,,2025-08-30
sub_0f2c6f837355,acc_03bc31f57326,free,free,2025-07-17,,cancelled,True,2025-07-17,2025-07-31,False,0,missing_features,2025-07-17
sub_6df62c25ee69,acc_ede08498956b,free,free,2025-07-14,,cancelled,True,2025-07-14,2025-07-28,False,0,switching_product,2025-07-14
sub_88514bb8d1ec,acc_ede08498956b,pro,monthly,2025-08-22,2025-09-21,active,False,,,False,2,,2025-08-22
sub_2a0ce8856772,acc_b124fe585ac3,free,free,2025-06-03,,cancelled,True,2025-06-03,2025-06-17,False,0,missing_features,2025-06-03
sub_6fda40b9ac8d,acc_b8a5a83a9efb,basic,annual,2025-07-28,2026-07-28,active,True,2025-07-14,2025-07-28,True,0,,2025-07-28
sub_d64df87f4bf8,acc_eabd37a3f233,free,free,2025-06-30,,active,False,,,False,0,,2025-06-30
sub_0f4aa6d9aa50,acc_033a4b684b15,ultimate,annual,2025-06-26,2025-09-10,cancelled,True,2025-06-12,2025-06-26,True,0,switching_product,2025-06-26
sub_353cf8cad141,acc_f399efc21371,free,free,2025-07-30,,active,False,,,False,0,,2025-07-30
sub_571676625903,acc_778719a63946,basic,monthly,2025-08-15,2025-09-21,cancelled,True,2025-07-30,2025-08-13,True,0,no_longer_needed,2025-08-15
sub_fb8dd8564cea,acc_778719a63946,ultimate,annual,2025-09-27,2026-09-27,active,False,,,False,0,,2025-09-27
sub_025c93827db0,acc_81fe0c938841,free,free,2025-06-25,,active,True,2025-06-25,2025-07-09,False,0,,2025-06-25
sub_13f781bfd4a9,acc_81fe0c938841,basic,monthly,2025-07-30,2025-08-29,active,False,,,False,3,,2025-07-30
sub_1bab775588c2,acc_e6413d9046f9,free,free,2025-07-18,,active,False,,,False,0,,2025-07-18
sub_d910f35e9725,acc_255619d33f5d,pro,annual,2025-07-13,2026-07-13,active,True,2025-06-27,2025-07-11,True,0,,2025-07-13
sub_9b1c15f614a7,acc_b21c14c937ac,free,free,2025-07-09,,active,True,2025-07-09,2025-07-23,False,0,,2025-07-09
sub_0d6a2052ed4e,acc_b21c14c937ac,pro,annual,2025-08-09,2026-08-09,active,False,,,False,0,,2025-08-09
sub_a214f4377e84,acc_eb61fae648d2,free,free,2025-07-22,,active,False,,,False,0,,2025-07-22
sub_7e7af32a406b,acc_eb61fae648d2,basic,monthly,2025-08-31,2025-09-17,cancelled,False,,,False,0,missing_features,2025-08-31
sub_908891dabfda,acc_eb61fae648d2,pro,monthly,2025-09-22,2025-10-22,active,False,,,False,1,,2025-09-22
sub_148376624637,acc_275c481c9299,pro,monthly,2025-08-01,2025-08-31,active,True,2025-07-16,2025-07-30,True,3,,2025-08-01
sub_c17933805565,acc_6910e5f701ef,free,free,2025-06-14,,active,False,,,False,0,,2025-06-14
sub_6cad74401ae8,acc_62a3b346661e,free,Free,2025-06-25,,active,True,2025-06-25,2025-07-09,False,0,,2025-06-25
sub_43e6eb0728f0,acc_bd6c984895c8,free,free,2025-07-05,,active,False,,,False,0,,2025-07-05
sub_1d03c57d9ed8,acc_b23d54d06167,free,free,2025-07-08,,active,False,,,False,0,,2025-07-08
sub_9bd04afe3c20,acc_b23d54d06167,basic,monthly,2025-08-16,2025-09-15,active,False,,,False,2,,2025-08-16
sub_9fd6da9531ba,acc_b23d54d06167,basic,monthly,2025-09-29,2025/10/29,active,False,,,False,1,,2025-09-29
sub_567a8f39f4e5,acc_8c56df0f12ef,free,free,2025/07/29,,active,False,,,False,0,,2025/07/29
sub_4ea94807e529,acc_8c56df0f12ef,basic,annual,2025-09-08,2025-09-27,cancelled,False,,,False,0,switching_product,2025-09-08
