account_id,signup_date,utm_source,utm_campaign,ref,account_type,_sig_parsed
acc_96249e5b5825,2025-06-04,organic,Campaign_C,,agency,2025-06-04
acc_60baffcd1fe1,2025-06-01,organic,Campaign_C,,AGENCY,2025-06-01
acc_4f725044f18b,2025/07/03,direct,Campaign_E,,normal,2025-07-03
acc_53d6426e903d,2025-06-09,direct,Campaign_E,,agency,2025-06-09
acc_bd8a32b871c1,2025-06-17,referral,Campaign_F,lynch.com,normal,2025-06-17
acc_0a785b79b5ba,2025-07-22,,,,normal,2025-07-22
acc_4d84c13cbc37,2025-07-30,,Campaign_C,,agency,2025-07-30
acc_954a942c5ea7,2025-06-06,facebook,Campaign_A,,agency,2025-06-06
acc_f6d6fd40572b,2025-06-01,referral,Campaign_A,,normal,2025-06-01
acc_19a936f1d102,2025-07-14,google,Campaign_D,,normal,2025-07-14
acc_8f18cf6347be,2025-06-30,email,Campaign_D,,agency,2025-06-30
acc_7d3c35324fdb,2025-07-17,referral,Campaign_E,gibson-ward.info,normal,2025-07-17
acc_38ce3f606eb5,2025-06-06,direct,Campaign_A,,normal,2025-06-06
acc_c3ba792e13b1,2025-07-12,email,Campaign_B,sharp.com,agency,2025-07-12
acc_a759873e27b3,2025-06-07,organic,Campaign_C,,normal,2025-06-07
acc_41866a235d32,2025-07-10,facebook,Campaign_C,,normal,2025-07-10
acc_a5732c0855f5,2025-07-02,referral,Campaign_C,pratt.com,normal,2025-07-02
acc_ff76ee8d584a,2025-07-28,organic,,,normal,2025-07-28
acc_9dedbadda92b,2025-06-07,direct,Campaign_D,,normal,2025-06-07
acc_f089a8d28011,2025-06-12,facebook,Campaign_A,,normal,2025-06-12
acc_844db84338a8,2025-07-22,organic,Campaign_F,,agency,2025-07-22
acc_ce9a7af7002a,2025-06-28,,Campain_C,,normal,2025-06-28
acc_b59bbf432e56,2025-07-17,direct,Campaign_E,bryant.com,normal,2025-07-17
acc_c8b59ca35835,2025-06-09,google,Campaign_E,,normal,2025-06-09
acc_ba12c204e49e,2025-07-24,email,Campaign_C,,normal,2025-07-24
acc_c543ae3f581a,2025-07-18,email,Campain_C,,normal,2025-07-18
acc_679a74202bc3,2025-06-22,google,Campaign_E,,normal,2025-06-22
acc_b8b29f3064d2,2025-06-03,direct,Campaign_C,smith-sandoval.com,agency,2025-06-03
acc_2640bf1d0bcb,2025-06-02,direct,Campaign_D,harris.biz,normal,2025-06-02
acc_b160d89006f8,2025-06-29,email,Campaign_A,,normal,2025-06-29
acc_3290b4a60567,2025-07-29,referral,Campaign_E,ramirez.net,normal,2025-07-29
acc_24459e394500,2025-07-12,email,Campaign_C,,normal,2025-07-12
acc_6a5988ffbc3d,2025-06-12,facebook,Campaign_C,,normal,2025-06-12
acc_d7ca99aafef5,2025-06-23,organic,Campaign_A,,normal,2025-06-23
acc_31cb577f6651,2025-06-08,referral,Campaign_B,,agency,2025-06-08
acc_36b392e8a23c,2025-07-15,referral,Campaign_A,decker.com,agency,2025-07-15
acc_31b48694cfc2,2025-07-21,referral,Campaign_E,,normal,2025-07-21
acc_b0943c423557,2025-06-24,facebook,Campaign_E,moore.info,normal,2025-06-24
acc_64214733c4b5,2025-06-08,facebook,Campaign_C,edwards-martinez.com,normal,2025-06-08
acc_2d69e9f7c21a,2025-06-24,email,Campaign_C,hayes.com,normal,2025-06-24
acc_2bb0648b364d,2025-06-27,direct,Campaign_F,davis.com,normal,2025-06-27
acc_00f616db0f04,2025-07-04,google,Campaign_B,,normal,2025-07-04
acc_ef57b9d9ca58,2025-07-28,,Campaign_D,,normal,2025-07-28
acc_66c5be67706f,2025-07-06,organic,Campaign_B,palmer-byrd.com,normal,2025-07-06
acc_88ce0da8c715,2025-07-12,facebook,Campaign_D,,agency,2025-07-12
acc_1b45cd353771,2025-07-27,organic,Campaign_C,adkins.com,normal,2025-07-27
acc_3b355cc2541b,2025-07-03,referral,,smith.com,normal,2025-07-03
acc_6cbddd0781e4,2025-06-20,email,Campaign_C,,normal,2025-06-20
acc_9303bfca95a4,2025-07-31,google,Campaign_D,,normal,2025-07-31
acc_e385fc3dd40f,2025-07-31,email,Campaign_E,,agency,2025-07-31
acc_6a7052d0db6d,2025-06-25,referral,Campaign_A,stein.com,normal,2025-06-25
acc_05ed8cdf6f07,2025-06-27,google,Campaign_C,,normal,2025-06-27
acc_a6a9ffbe8af4,2025-07-20,direct,Campaign_D,,agency,2025-07-20
acc_854a3965d5de,2025-06-11,facebook,Campaign_C,,normal,2025-06-11
acc_cd74548a205a,2025-06-03,email,Campaign_D,griffin-hernandez.org,normal,2025-06-03
acc_1622bfc2c787,2025-07-04,facebook,Campaign_B,,normal,2025-07-04
acc_b73432be5a15,2025-07-30,organic,Campaign_A,,normal,2025-07-30
acc_1c2cdad10ba7,2025-07-07,organic,Campaign_F,gonzalez-wilkerson.net,normal,2025-07-07
acc_a576331fa702,2025-06-30,direct,Campaign_A,,normal,2025-06-30
acc_1966dca64f09,2025-06-22,,Campaign_D,,normal,2025-06-22
acc_c902f278da64,2025-07-16,organic,Campaign_A,,normal,2025-07-16
acc_b1ed55e14f2c,2025-06-13,direct,Campaign_A,nelson-johnson.org,normal,2025-06-13
acc_95de912708ec,2025-07-24,referral,Campaign_E,,Agency,2025-07-24
acc_5077302252cb,2025-06-02,referral,Campaign_B,,normal,2025-06-02
acc_6cd727c304a0,2025-06-20,direct,Campaign_A,garcia.com,normal,2025-06-20
acc_1caa688a2af5,2025-07-28,organic,,,normal,2025-07-28
acc_62f13de94890,2025-07-03,direct,Campaign_B,,normal,2025-07-03
acc_f5b03de97bd6,2025-06-02,organic,Campaign_D,,normal,2025-06-02
acc_f394423acb20,2025-07-25,email,Campaign_E,,normal,2025-07-25
acc_2ca50a1efb9a,2025-07-06,,Campaign_E,,normal,2025-07-06
acc_cf3f953d2c63,2025-06-18,referral,Campaign_D,,agency,2025-06-18
acc_11f80edd192a,2025-07-05,referral,Campaign_A,robinson.org,agency,2025-07-05
acc_ffb013acdece,2025-07-03,organic,Campaign_F,drake.com,normal,2025-07-03
acc_fa693719ab06,2025-06-14,direct,Campaign_B,brown-hernandez.com,NORMAL,2025-06-14
acc_0e39ff10991f,2025/06/27,referral,Campaign_E,mathis.com,normal,2025-06-27
acc_3d8855d16aeb,2025-07-24,email,Campaign_A,,normal,2025-07-24
acc_28f82164879f,2025-06-01,google,Campaign_F,,normal,2025-06-01
acc_ee7549d8973c,2025-06-06,referral,Campaign_E,oconnor.info,normal,2025-06-06
acc_e45bb8f9643d,2025-07-09,,Campaign_F,,normal,2025-07-09
acc_f5572bcf4737,2025-07-18,referral,Campaign_D,walker-chapman.com,normal,2025-07-18
acc_1549203c499d,2025-07-27,referral,,parker-barker.com,normal,2025-07-27
acc_bd8089901dc5,2025-07-27,,Campaign_C,daniel.org,normal,2025-07-27
acc_e8ff19c45d3c,2025-06-08,email,,rosales-townsend.org,normal,2025-06-08
acc_cd580614ce73,2025-06-21,google,Campaign_B,white.org,normal,2025-06-21
acc_fa055aa26384,2025-07-29,facebook,Campaign_B,,normal,2025-07-29
acc_f196f7a31055,2025-07-24,organic,Campaign_C,rivera.com,normal,2025-07-24
acc_53a5164954e4,2025-07-09,referral,Campaign_A,haas-jackson.com,agency,2025-07-09
acc_7bdbb92c5239,2025-07-15,google,,,normal,2025-07-15
acc_b2299c4ccf96,2025-06-04,organic,Campaign_C,clark-steele.com,normal,2025-06-04
acc_8ca27f4dd0d3,2025-06-30,direct,Campaign_D,buchanan-le.com,normal,2025-06-30
acc_fe9d9fab2064,2025-06-07,google,Campaign_A,,normal,2025-06-07
acc_82b861a5154a,2025-07-17,referral,Campaign_A,,normal,2025-07-17
acc_90e9a99003ea,2025-06-20,referral,Campaign_E,,normal,2025-06-20
acc_68e5d2bba51b,2025-06-10,google,,,agency,2025-06-10
acc_c95ce8c392af,2025-06-05,organic,Campaign_C,,agency,2025-06-05
acc_9d12162bd5a0,2025-06-20,direct,Campaign_A,,agency,2025-06-20
acc_d9882db4ac99,2025-06-30,referral,Campaign_C,jones.com,normal,2025-06-30
acc_1c63950ae311,2025-06-01,,Campaign_C,,normal,2025-06-01
acc_be3fa4fee370,2025/06/02,facebook,Campaign_A,,normal,2025-06-02
acc_6d3c284f4916,2025-07-24,organic,Campaign_A,harris-lee.net,normal,2025-07-24
acc_05cabbfc6451,2025-06-16,organic,Campaign_D,frost.com,agency,2025-06-16
acc_c01c58886edc,2025/06/10,facebook,Campaign_A,,agency,2025-06-10
acc_7bdcc9bf69cf,2025-07-10,referral,Campaign_C,,normal,2025-07-10
acc_3de332bc0fa7,2025-07-08,direct,Campaign_A,,normal,2025-07-08
acc_2241c605e38d,2025-07-03,organic,Campaign_C,,normal,2025-07-03
acc_60f17195b20d,2025-06-26,email,Campaign_D,,agency,2025-06-26
acc_6f5ad3c6c93a,2025-07-27,direct,Campaign_F,,normal,2025-07-27
acc_54d5a59182a6,2025-07-08,google,Campaign_D,,agency,2025-07-08
acc_9cc01fb63471,2025-06-12,direct,Campaign_D,mcclure-wood.info,normal,2025-06-12
acc_844c746c08f3,2025-07-30,facebook,Campaign_A,,normal,2025-07-30
acc_b80b80e229dc,2025-07-14,organic,Campaign_D,hood.com,normal,2025-07-14
acc_1f91f4acd13f,2025-06-19,organic,Campaign_C,,normal,2025-06-19
acc_6e8a0588e222,2025-06-10,direct,Campaign_E,,normal,2025-06-10
acc_06493da18f67,2025-06-22,google,Campaign_A,,normal,2025-06-22
acc_0ea6a9dfe1af,2025-07-07,facebook,Campaign_E,,normal,2025-07-07
acc_796e7464cc94,2025-07-19,email,Campaign_B,keith.com,normal,2025-07-19
acc_053805e49585,2025-07-11,referral,Campaign_D,duncan.org,normal,2025-07-11
acc_b3d5179f8080,2025-06-22,referral,Campaign_D,,normal,2025-06-22
acc_0c80442431e7,2025-06-02,facebook,Campaign_F,,normal,2025-06-02
acc_d9b15c31c9f4,2025-06-01,facebook,Campaign_F,,normal,2025-06-01
acc_dfcc03c47e7b,2025-07-28,facebook,Campaign_A,,normal,2025-07-28
acc_0059ab03997d,2025-07-03,email,Campaign_B,,normal,2025-07-03
acc_74b2425b0987,2025-07-29,referral,Campaign_C,,agency,2025-07-29
acc_75d4a5d4514d,2025-07-16,organic,Campaign_E,,normal,2025-07-16
acc_0fbc058fb945,2025-07-13,facebook,,dean.biz,normal,2025-07-13
acc_8f5997977d2d,2025-07-13,google,Campaign_E,hernandez.org,normal,2025-07-13
acc_39e5269b9f46,2025-06-07,referral,Campaign_B,,normal,2025-06-07
acc_d7e1ebe07440,2025-07-18,direct,Campaign_E,,normal,2025-07-18
acc_d5ce95278d1a,2025-07-18,direct,Campaign_A,reyes-washington.org,normal,2025-07-18
acc_e4627c4dfb00,2025-06-11,google,Campaign_A,,Normal,2025-06-11
acc_5a952cbe6192,2025-06-23,facebook,Campaign_A,,agency,2025-06-23
acc_c83455834ea3,2025-07-16,email,,,normal,2025-07-16
acc_eb6ccff55b85,2025-06-24,facebook,,morgan.com,normal,2025-06-24
acc_1495e700d17d,2025-06-07,email,Campaign_A,,normal,2025-06-07
acc_ee2a9658f5c9,2025-07-05,direct,Campaign_A,,normal,2025-07-05
acc_65a191667ef7,2025-06-30,facebook,Campaign_E,,normal,2025-06-30
acc_dced0b28c09f,2025-06-07,email,Campaign_F,alexander.info,normal,2025-06-07
acc_d467813e6dfb,2025/07/14,email,Campaign_A,camacho.com,normal,2025-07-14
acc_e09befc52665,2025-07-29,referral,Campaign_C,collins.biz,NORMAL,2025-07-29
acc_60d4ea452bb0,2025/07/18,direct,Campaign_D,,normal,2025-07-18
acc_fe17c454a85c,2025-07-30,email,Campaign_F,,normal,2025-07-30
acc_c3dfcd3e8c44,2025-06-27,email,Campaign_E,,normal,2025-06-27
acc_3479714673c5,2025-06-16,email,Campaign_A,,normal,2025-06-16
acc_859a0916bfaa,2025-06-13,google,Campaign_A,,agency,2025-06-13
acc_f19be3265a9a,2025-06-06,direct,Campaign_B,,normal,2025-06-06
acc_818d192c11e1,2025-07-11,facebook,Campaign_E,,normal,2025-07-11
acc_3263c1035711,2025-07-18,direct,,,agency,2025-07-18
acc_dd0a5362abb3,2025-07-09,referral,Campaign_E,,normal,2025-07-09
acc_2d52120deaf7,2025-06-09,email,,,normal,2025-06-09
acc_a7bd38dbb8cf,2025-07-31,direct,Campaign_C,,NORMAL,2025-07-31
acc_0ec057e3cc72,2025-07-07,facebook,Campaign_C,buck-holland.org,normal,2025-07-07
acc_5858a1392240,2025-07-15,google,Campaign_F,,agency,2025-07-15
acc_12d6713e41da,2025-07-15,email,Campaign_B,,normal,2025-07-15
acc_9098142290a7,2025-06-01,google,Campaign_D,,agency,2025-06-01
acc_01568295d106,2025-06-28,facebook,Campaign_B,,normal,2025-06-28
acc_38f630413e2b,2025-07-27,email,Campaign_A,key.net,normal,2025-07-27
acc_3a3449465c7b,2025-07-15,,Campaign_A,wheeler.info,normal,2025-07-15
acc_883491c65498,2025-06-28,facebook,Campaign_A,,normal,2025-06-28
acc_671a68fbd438,2025-06-13,google,Campaign_E,green-dawson.com,normal,2025-06-13
acc_63c9714cdf35,2025-07-11,facebook,Campaign_A,,normal,2025-07-11
acc_1ddebccb378b,2025-06-01,google,Campaign_F,,normal,2025-06-01
acc_9d9eec165cd3,2025-07-04,organic,Campaign_C,,agency,2025-07-04
acc_9a112fdb1f35,2025-07-31,organic,Campaign_C,,normal,2025-07-31
acc_1bf1091f09a7,2025-07-17,,Campaign_A,cooper.com,normal,2025-07-17
acc_a62e8f1cd90e,2025-07-26,direct,Campaign_D,nichols.com,normal,2025-07-26
acc_fda9d8c9e862,2025-07-22,email,Campaign_C,,normal,2025-07-22
acc_9bf48de36310,2025-07-30,direct,Campaign_E,,normal,2025-07-30
acc_6ed891132738,2025-07-07,email,Campaign_A,,normal,2025-07-07
acc_15750dd53c8b,2025-06-29,google,Campaign_C,lam.com,normal,2025-06-29
acc_dc17ab5f2507,2025-06-02,facebook,Campaign_B,savage.com,normal,2025-06-02
acc_b251e2087ae2,2025-07-13,facebook,Campaign_D,,normal,2025-07-13
acc_4c7ebe95afbf,2025-06-05,email,Campaign_F,,normal,2025-06-05
acc_4cedd197fa86,2025-06-15,facebook,Campaign_B,,normal,2025-06-15
acc_843df571d484,2025-06-09,organic,Campaign_D,,agency,2025-06-09
acc_4574e755c427,2025-06-24,email,Campaign_A,,normal,2025-06-24
acc_29ba8948131a,2025-07-23,organic,Campaign_C,,normal,2025-07-23
acc_d7aa8f763e64,2025-07-09,organic,Campaign_F,freeman.com,normal,2025-07-09
acc_47224061c0f0,2025-07-16,,Campaign_E,walters-smith.com,agency,2025-07-16
acc_5145cbb159fc,2025-07-30,facebook,Campaign_E,juarez.org,Normal,2025-07-30
acc_38214a386fd5,2025-07-14,direct,Campaign_E,,normal,2025-07-14
acc_4e949c602a42,2025-06-26,google,Campaign_E,hamilton.info,normal,2025-06-26
acc_d1e1612819f1,2025-06-09,direct,Campaign_B,smith-ferguson.com,normal,2025-06-09
acc_cbcfd180fc14,2025-06-07,email,Campaign_E,,normal,2025-06-07
acc_7b8a73684381,2025-07-01,facebook,Campaign_A,,normal,2025-07-01
acc_8b1a82b4cf49,2025-06-08,facebook,Campaign_B,steele.com,normal,2025-06-08
acc_643396c82113,2025-06-06,direct,Campaign_D,,normal,2025-06-06
acc_c48db61e731f,2025-07-13,referral,Campaign_D,,normal,2025-07-13
acc_b46bc206407d,2025-07-12,email,Campaign_D,bryant-meyer.net,normal,2025-07-12
acc_cf46fd17357a,2025-06-02,direct,Campaign_C,,normal,2025-06-02
acc_e0134fd4eea4,2025-06-08,facebook,Campaign_F,,normal,2025-06-08
acc_8e7b1a3cc511,2025-06-09,referral,Campaign_A,,agency,2025-06-09
acc_66248bc814e7,2025-07-05,facebook,Campaign_F,walker.com,normal,2025-07-05
acc_876126280f2c,2025-06-29,facebook,Campaign_D,,normal,2025-06-29
acc_ff0bf9b04e24,2025-07-23,google,Campaign_A,mcdowell-scott.net,normal,2025-07-23
acc_90e5858d9ac0,2025-06-09,email,Campaign_A,williams.com,normal,2025-06-09
acc_2e6ff338d22c,2025-06-28,email,Campaign_A,,normal,2025-06-28
acc_c997c99d31d6,2025-07-12,referral,Campaign_C,,normal,2025-07-12
acc_ac3ce6454d0f,2025-06-08,referral,Campaign_C,,normal,2025-06-08
acc_d9aefce5eb63,2025-06-15,,Campaign_C,,agency,2025-06-15
acc_61f6c3ea9f69,2025-06-20,referral,Campaign_C,dean-haynes.biz,normal,2025-06-20
acc_ba0f011128fd,2025-06-11,organic,Campaign_C,hunt.com,normal,2025-06-11
acc_cb05aa679011,2025-07-01,referral,Campaign_A,,normal,2025-07-01
acc_0ddf4bf7479b,2025-07-17,email,Campaign_E,gonzalez.com,normal,2025-07-17
acc_48fbc39a25f1,2025-07-03,organic,Campaign_C,warner-phillips.com,normal,2025-07-03
acc_2e3ce19330bf,2025-06-27,organic,Campaign_D,,normal,2025-06-27
acc_378f83e768db,2025-07-30,direct,Campaign_A,smith.com,normal,2025-07-30
acc_a3d6cc77c634,2025-07-14,referral,Campaign_C,conley.info,normal,2025-07-14
acc_95b47c9f2365,2025-06-16,email,Campaign_F,,normal,2025-06-16
acc_f2ed6e5f2d72,2025-07-30,referral,Campaign_A,,normal,2025-07-30
acc_dee6cb65412c,2025-06-08,organic,Campaign_A,,normal,2025-06-08
acc_668131102240,2025-07-18,email,Campaign_A,,Agency,2025-07-18
acc_ac9a1476a7ae,2025-07-25,,Campaign_A,,normal,2025-07-25
acc_ec0914a466be,2025-06-01,google,Campaign_A,,agency,2025-06-01
acc_c13620ff8b89,2025-07-01,direct,Campaign_C,,agency,2025-07-01
acc_3b7f840cef61,2025-06-09,organic,Campaign_A,,normal,2025-06-09
acc_7b584ea2e30c,2025-06-22,google,Campaign_A,,normal,2025-06-22
acc_316323928b30,2025-07-16,facebook,Campaign_E,houston-vaughn.info,agency,2025-07-16
acc_7fad8742e765,2025-06-07,google,Campaign_B,,agency,2025-06-07
acc_5c69ac026ded,2025-06-01,direct,Campaign_B,,normal,2025-06-01
acc_de39a02f895d,2025-06-08,organic,Campaign_A,perry.info,agency,2025-06-08
acc_07b920b8960e,2025-06-12,facebook,Campaign_D,,normal,2025-06-12
acc_ae3251b52db9,2025-06-28,google,Campaign_A,,normal,2025-06-28
acc_0fcc632ebfe9,2025-07-01,google,Campaign_D,,normal,2025-07-01
acc_3a7a36d9b181,2025-06-04,,Campaign_A,,agency,2025-06-04
acc_03e597c94d9d,2025-07-31,direct,,,agency,2025-07-31
acc_4af7ced07593,2025-06-24,email,Campaign_C,,normal,2025-06-24
acc_b1047def4ed7,2025-07-18,referral,Campaign_D,,normal,2025-07-18
acc_161cad73d1b2,2025-07-05,referral,Campaign_E,reed-rhodes.biz,normal,2025-07-05
acc_381b4403443e,2025-06-17,referral,Campaign_F,combs.org,normal,2025-06-17
acc_d253106b3e0e,2025-07-03,google,Campaign_B,smith.net,normal,2025-07-03
acc_f0bda2ddce05,2025-07-23,direct,Campaign_C,,normal,2025-07-23
acc_e0717ba1d298,2025-07-09,organic,Campaign_A,,agency,2025-07-09
acc_4716516c8131,2025-07-17,referral,Campaign_E,,normal,2025-07-17
acc_0a814cd337cf,2025-07-11,facebook,Campaign_B,,agency,2025-07-11
acc_c44a87f6b6ce,2025-06-08,google,Campaign_D,west.com,agency,2025-06-08
acc_7ffa63874cd7,2025-07-28,referral,,,normal,2025-07-28
acc_9e3669d90fa6,2025-06-02,referral,Campaign_E,johnson-dunn.com,normal,2025-06-02
acc_7044ce398986,2025-07-11,email,Campaign_A,,normal,2025-07-11
acc_413b6bfbf52f,2025-06-29,facebook,Campaign_C,,normal,2025-06-29
acc_a23cfd387204,2025-07-07,direct,Campaign_A,bryan-velasquez.info,agency,2025-07-07
acc_5c644115b9af,2025/06/10,google,Campaign_C,castro-harvey.info,normal,2025-06-10
acc_ca51ae6d38b8,2025-06-07,direct,Campaign_A,sandoval.com,normal,2025-06-07
acc_fe83b772fa6a,2025-07-31,email,Campaing_E,,agency,2025-07-31
acc_367662f74ea7,2025-06-09,direct,Campaign_F,,normal,2025-06-09
acc_de05d265be0e,2025/07/05,,Campaign_A,taylor-love.biz,NORMAL,2025-07-05
acc_6f18bcde5541,2025-06-28,direct,Campaign_D,,agency,2025-06-28
acc_801c2caf84ac,2025-06-11,google,Campaign_F,,normal,2025-06-11
acc_6cd9b19a0f71,2025-06-03,referral,Campaign_C,,agency,2025-06-03
acc_9f609780e327,2025-06-19,organic,Campaign_B,,agency,2025-06-19
acc_26a29013eafa,2025-07-26,facebook,Campaign_A,barton.info,agency,2025-07-26
acc_ecbdea4b5bfa,2025-06-28,email,Campaign_A,,normal,2025-06-28
acc_0c0b7c177e09,2025-06-27,referral,Campaign_B,,normal,2025-06-27
acc_38def0e9ed06,2025-07-05,referral,Campaign_C,,normal,2025-07-05
acc_1ed0748834e7,2025-06-16,,Campaign_F,lane.biz,agency,2025-06-16
acc_96b098d61246,2025-07-25,facebook,Campaign_A,burke.biz,normal,2025-07-25
acc_b6516548d6f1,2025-06-09,google,,petty-moon.com,normal,2025-06-09
acc_00fe876fb5d4,2025-06-05,direct,Campaing_E,,normal,2025-06-05
acc_acf130802142,2025-06-10,facebook,Campaign_A,,normal,2025-06-10
acc_f458adfb79cd,2025-06-01,organic,Campaign_A,,normal,2025-06-01
acc_81b034e245de,2025-07-31,direct,Campaign_E,joseph-walls.com,normal,2025-07-31
acc_8e2c25205bb0,2025-07-04,direct,Campaign_A,,normal,2025-07-04
acc_755ca67bdd97,2025-07-24,google,Campaign_C,reed.com,normal,2025-07-24
acc_f3d52c0922e0,2025-06-13,organic,Campaign_A,,normal,2025-06-13
acc_5066989b729e,2025-07-09,google,Campaign_B,,normal,2025-07-09
acc_4017bed58e7b,2025-07-07,,,,normal,2025-07-07
acc_7dd4764b8186,2025-07-19,direct,Campaign_F,,normal,2025-07-19
acc_b74eb5ddef1a,2025-06-10,google,Campaign_C,,normal,2025-06-10
acc_5a8a2a48e12c,2025-06-06,email,Campaign_A,christensen-martin.com,agency,2025-06-06
acc_397f1416fd77,2025/07/09,email,Campaign_E,,normal,2025-07-09
acc_53385c7d8513,2025-07-16,email,Campaign_A,,normal,2025-07-16
acc_a3b89125a264,2025-06-10,organic,Campaign_F,,normal,2025-06-10
acc_0136806367c9,2025-06-18,referral,Campaign_A,,normal,2025-06-18
acc_66391c4376bc,2025-07-12,facebook,Campaign_F,,normal,2025-07-12
acc_1d79c77755cc,2025-06-29,organic,Campaign_D,,normal,2025-06-29
acc_a73121943378,2025-06-03,referral,Campaign_A,,normal,2025-06-03
acc_570d8b0da6a6,2025-07-07,direct,Campaign_A,,normal,2025-07-07
acc_f86063184e6f,2025-06-07,google,Campaign_A,,normal,2025-06-07
acc_bad72bb988eb,2025-07-09,direct,Campaign_E,,agency,2025-07-09
acc_93ec58e8436b,2025-07-07,google,Campaign_E,rivers.net,agency,2025-07-07
acc_b2d0e35cdbe2,2025-06-02,email,Campaign_B,,normal,2025-06-02
acc_757f48cd206e,2025-06-27,referral,,baker.com,normal,2025-06-27
acc_5ddc77806645,2025-06-13,organic,Campaign_C,owens-pineda.com,normal,2025-06-13
acc_2e4cf6abcd17,2025-07-23,google,Campaign_F,,normal,2025-07-23
acc_03bc31f57326,2025-07-17,email,Campaing_E,gilbert.org,normal,2025-07-17
acc_ede08498956b,2025-07-14,direct,Campaign_E,howard.com,normal,2025-07-14
acc_b124fe585ac3,2025-06-03,facebook,Campaign_A,,normal,2025-06-03
acc_b8a5a83a9efb,2025-07-14,referral,Campaign_C,,agency,2025-07-14
acc_eabd37a3f233,2025-06-30,direct,Campaign_C,ware.com,normal,2025-06-30
acc_033a4b684b15,2025-06-12,referral,Campaign_C,,normal,2025-06-12
acc_f399efc21371,2025-07-30,google,Campaign_E,,normal,2025-07-30
acc_778719a63946,2025-07-30,referral,,,normal,2025-07-30
acc_81fe0c938841,2025-06-25,google,Campaign_C,austin.com,normal,2025-06-25
acc_e6413d9046f9,2025-07-18,,Campaign_C,moon-landry.biz,normal,2025-07-18
acc_255619d33f5d,2025-06-27,email,,,normal,2025-06-27
acc_b21c14c937ac,2025-07-09,organic,Campaign_F,robertson-hicks.info,normal,2025-07-09
acc_eb61fae648d2,2025-07-22,referral,Campaign_F,,normal,2025-07-22
acc_275c481c9299,2025-07-16,facebook,Campaign_D,,normal,2025-07-16
acc_6910e5f701ef,2025-06-14,google,Campaign_C,,normal,2025-06-14
acc_62a3b346661e,2025-06-25,google,Campaign_A,,normal,2025-06-25
acc_bd6c984895c8,2025/07/05,facebook,Campaign_E,,normal,2025-07-05
acc_b23d54d06167,2025-07-08,google,Campaign_F,,normal,2025-07-08
acc_8c56df0f12ef,2025-07-29,facebook,Campain_C,thompson.net,normal,2025-07-29
acc_1aa96356c092,2025/06/21,email,,,normal,2025-06-21
acc_71b987c597cd,2025/06/22,organic,Campaign_D,hughes-mccoy.biz,agency,2025-06-22
acc_a3ab67fc2903,2025-06-02,referral,Campaign_A,,normal,2025-06-02
acc_1f71577884fb,2025-07-31,facebook,Campaign_C,,normal,2025-07-31
acc_498c585fab1e,2025-07-03,direct,Campaign_B,richards.net,agency,2025-07-03
acc_97c2b38a8776,2025-07-08,organic,Campaign_A,,normal,2025-07-08
acc_16a5ee1c27ef,2025-06-07,referral,Campaign_A,miller.biz,normal,2025-06-07
acc_dd61d31014da,2025-06-17,referral,Campaign_D,,normal,2025-06-17
acc_ba6d3a3c9185,2025/06/28,facebook,Campaign_A,phillips.com,normal,2025-06-28
acc_9f4df1996564,2025-06-22,facebook,Campaign_E,,normal,2025-06-22
acc_24e2d2c9dae5,2025-06-18,email,Campaign_F,williams.org,normal,2025-06-18
acc_e6b654e97ddf,2025-06-21,facebook,Campaign_E,,normal,2025-06-21
acc_2ac1a6aec9b5,2025-06-25,facebook,Campaign_B,goodman.com,agency,2025-06-25
acc_63979ed0d3f7,2025-06-26,google,Campaign_F,,normal,2025-06-26
acc_59df2ef4d0c2,2025-06-18,organic,Campaign_C,,normal,2025-06-18
acc_972506878ea6,2025-07-25,email,Campaign_A,,NORMAL,2025-07-25
acc_e9cab386c2a2,2025/07/26,email,Campaign_A,york.info,agency,2025-07-26
acc_2ae4bf4ce0fd,2025-07-15,google,Campaign_E,,normal,2025-07-15
acc_d932956eaeeb,2025-06-18,email,Campaign_A,swanson.com,normal,2025-06-18
acc_3b9c40492f34,2025-06-27,email,Campaign_A,,agency,2025-06-27
acc_b99d030302f8,2025-06-15,google,Campaign_B,harvey-mccullough.com,normal,2025-06-15
acc_74fe8868b48d,2025-06-05,google,Campaign_A,hayes-jensen.com,normal,2025-06-05
acc_0e854addc7e6,2025-07-08,referral,Campaign_B,,agency,2025-07-08
acc_89f2a241cfde,2025-07-29,organic,Campaign_C,,normal,2025-07-29
acc_d6372acc2cc0,2025/07/31,referral,Campaign_A,,agency,2025-07-31
acc_b9e5cc3a9fdd,2025-07-13,referral,Campaign_B,,normal,2025-07-13
acc_29a9afe80ad8,2025-06-04,direct,Campaign_A,,normal,2025-06-04
acc_0c3d1c7021a6,2025/07/04,referral,Campaign_C,wilkinson.net,normal,2025-07-04
acc_6d62065e5045,2025-06-18,facebook,Campaign_A,baker.com,normal,2025-06-18
acc_bf13ad036ed4,2025-07-27,email,Campaign_A,,normal,2025-07-27
acc_73dcfc69e462,2025-07-03,email,Campaign_E,,normal,2025-07-03
acc_8a2bf9839640,2025-06-30,facebook,,green.com,agency,2025-06-30
acc_1d4ce3acfa84,2025-06-01,referral,Campain_C,,normal,2025-06-01
acc_492accd71b37,2025-07-24,facebook,Campaign_A,,normal,2025-07-24
acc_e8944fd543c4,2025-07-05,organic,Campaign_B,,normal,2025-07-05
