invoice_id	subscription_id	account_id	invoice_date	amount	currency	status	tax_amount
inv_5b9263996eb5	sub_b31322a3af4e	acc_aff2eac11fe9	2025-09-07	23.39	EUR	paid	0.3
inv_f280d636e557	sub_b31322a3af4e	acc_aff2eac11fe9	2025-10-05	23.86	EUR	paid	4.67
inv_edaa6087c97a	sub_e7e9eac3a3c0	acc_aff2eac11fe9	2025-09-19	8385.69	INR	failed	1437.59
inv_237456936b6b	sub_fed2fbf5c5c9	acc_2947c32d7619	2025-07-20	23.65	EUR	paid	1.01
inv_070981cf4034	sub_fed2fbf5c5c9	acc_2947c32d7619	2025-08-20	23.75	EUR	paid	1.97
inv_b1859c68eb1b	sub_fed2fbf5c5c9	acc_2947c32d7619	2025-09-17	22.59	EUR	paid	3.07
inv_83c68ad6f228	sub_fed2fbf5c5c9	acc_2947c32d7619	2025-10-18	23.07	EUR	paid	3.46
inv_028ceb22d011	sub_a1bb21313573	acc_2947c32d7619	2025-08-23	81.01	GBP	paid	10.59
inv_f820b6f4d521	sub_9ad668da6882	acc_9d6480d8d632	2025-08-04	23.84	EUR	paid	3.95
inv_7e8159192cc4	sub_9ad668da6882	acc_9d6480d8d632	2025-09-05	23.03	EUR	paid	3.43
inv_fd7003647d85	sub_9ad668da6882	acc_9d6480d8d632	2025-10-04	23.14	EUR	failed	3.75
inv_df9818d6778e	sub_32a2f27d9c86	acc_9d6480d8d632	2025-09-01	7.88	GBP	paid	0.95
inv_e1bf19df9ce3	sub_32a2f27d9c86	acc_9d6480d8d632	2025-10-01	7.86	GBP	paid	0.53
inv_316aaaac4a21	sub_7c15de90ff43	acc_e4d30dc030d9	2025-06-18	9.87	USD	paid	0.3
inv_c49383c8ac53	sub_7c15de90ff43	acc_e4d30dc030d9	2025-07-20	10.21	USD	paid	0.78
inv_1c235534448f	sub_7c15de90ff43	acc_e4d30dc030d9	2025-08-17	9.92	USD	paid	0.14
inv_04e31720f2d6	sub_7c15de90ff43	acc_e4d30dc030d9	2025-09-18	9.88	USD	paid	0.3
inv_2892484e73a8	sub_7c15de90ff43	acc_e4d30dc030d9	2025-10-18	10.14	USD	paid	1.92
inv_a157b47d244d	sub_d708a7eb4ac8	acc_e4d30dc030d9	2025-07-20	499.81	EUR	paid	15.03
inv_ac647d18d787	sub_78c39fbb0d54	acc_e4d30dc030d9	2025-08-20	22.65	EUR	paid	3.12
inv_e4ba59df7905	sub_78c39fbb0d54	acc_e4d30dc030d9	2025-09-21	23.63	EUR	paid	0.15
inv_6d56f3710981	sub_78c39fbb0d54	acc_e4d30dc030d9	2025-10-20	23.71	EUR	paid	2.03
inv_1baeb5c85483	sub_64563111dd4d	acc_96249e5b5825	2025-07-18	548.17	USD	paid	23.1
inv_8312e2d2a345	sub_ad781bd61fc5	acc_60baffcd1fe1	2025-07-09	257.16	USD	paid	34.56
inv_b397571da64d	sub_3f57dc1fcb86	acc_4f725044f18b	2025-08-18	25.15	USD	paid	3.65
inv_3eb327210208	sub_3f57dc1fcb86	acc_4f725044f18b	2025-09-15	24.44	USD	paid	1.97
inv_d188a072a55f	sub_3f57dc1fcb86	acc_4f725044f18b	2025-10-15	25.37	USD	paid	1.74
inv_182fd92af14d	sub_d27ccf9be7fe	acc_53d6426e903d	2025-07-12	77.51	GBP	paid	11.13
inv_e55b5ed4df03	sub_4d3913aaf56a	acc_53d6426e903d	2025-09-03	80.83	GBP	paid	10.89
inv_6b0b057d3510	sub_e006255039ef	acc_bd8a32b871c1	2025-07-03	78.44	GBP	paid	2.71
inv_dfe3c0c1c8b5	sub_654a8f8d5994	acc_4d84c13cbc37	2025-08-14	9.46	EUR	paid	0.39
inv_cc15fc365274	sub_654a8f8d5994	acc_4d84c13cbc37	2025-09-14	9.56	EUR	paid	1.24
inv_65e98083e325	sub_654a8f8d5994	acc_4d84c13cbc37	2025-10-13	9.03	EUR	paid	0.78
inv_16ec93b0a634	sub_dc79f86be16e	acc_4d84c13cbc37	2025-09-16	232.83	EUR	paid	12.89
inv_8d8ddc75d694	sub_74c8b08c3843	acc_954a942c5ea7	2025-06-23	811.93	INR	paid	153.25
inv_df69ca41272a	sub_74c8b08c3843	acc_954a942c5ea7	2025-07-21	846.93	INR	paid	9.99
inv_d55d1c13b67f	sub_74c8b08c3843	acc_954a942c5ea7	2025-08-22	815.29	INR	paid	9.36
inv_ad5f031aab2c	sub_74c8b08c3843	acc_954a942c5ea7	2025-09-20	830.14	INR	paid	45.93
inv_0454783091f4	sub_74c8b08c3843	acc_954a942c5ea7	2025-10-20	859.85	INR	paid	93.37
inv_4805f950e68b	sub_36199da90708	acc_954a942c5ea7	2025-07-28	235.13	EUR	paid	9.19
inv_c733063b20ca	sub_d8fa88a422be	acc_f6d6fd40572b	2025-07-08	9.08	EUR	paid	1.14
inv_37e2ac03150f	sub_d8fa88a422be	acc_f6d6fd40572b	2025-08-06	9.37	EUR	paid	1.42
inv_ca32f4447370	sub_d8fa88a422be	acc_f6d6fd40572b	2025-09-06	9.35	EUR	paid	1.48
inv_6e59b6260e3f	sub_d8fa88a422be	acc_f6d6fd40572b	2025-10-06	9.17	EUR	paid	0.3
inv_b93244a43798	sub_956fc4ad7848	acc_8f18cf6347be	2025-07-17	8141.08	INR	paid	110.72
inv_145775df7f75	sub_156b04fd66ff	acc_38ce3f606eb5	2025-07-17	10.24	USD	paid	1.73
inv_5d079cf16508	sub_156b04fd66ff	acc_38ce3f606eb5	2025-08-18	9.86	USD	paid	1.95
inv_f22611419a6c	sub_156b04fd66ff	acc_38ce3f606eb5	2025-09-17	10.3	USD	paid	1.37
inv_396d6e4330cd	sub_156b04fd66ff	acc_38ce3f606eb5	2025-10-15	9.76	USD	paid	0.33
inv_4fa701bae4cc	sub_c9936a15fa16	acc_38ce3f606eb5	2025-08-26	52.19	EUR	paid	9.88
inv_887a7f132951	sub_c9936a15fa16	acc_38ce3f606eb5	2025-09-24	51.66	EUR	paid	3.62
inv_9e9073bef467	sub_c9936a15fa16	acc_38ce3f606eb5	2025-10-24	49.87	EUR	failed	6.23
inv_35d061ddabc3	sub_57d34b546c5b	acc_a759873e27b3	2025-06-23	102.73	USD	paid	1.69
inv_05a09817f309	sub_7286bee9252b	acc_ff76ee8d584a	2025-08-30	100.51	USD	paid	6.34
inv_5119a023d32f	sub_6450233b3f65	acc_f089a8d28011	2025-06-26	80.41	GBP	paid	2.54
inv_114c0d7aeca2	sub_feb7ad666b51	acc_844db84338a8	2025-08-07	8213.11	INR	paid	984.96
inv_534be238fe30	sub_fc5a46907d38	acc_b59bbf432e56	2025-08-21	246.3	USD	paid	7.32
inv_009c94181013	sub_1d05d7ce9421	acc_ba12c204e49e	2025-08-10	10.29	USD	paid	1.93
inv_fe7a37deec2b	sub_1d05d7ce9421	acc_ba12c204e49e	2025-09-07	10.14	USD	paid	1.61
inv_7122ed6aff60	sub_1d05d7ce9421	acc_ba12c204e49e	2025-10-08	9.72	USD	paid	0.29
inv_26b48de2625c	sub_9b376887f0a9	acc_ba12c204e49e	2025-09-17	9.13	EUR	paid	1.71
inv_696f77e86ff5	sub_9b376887f0a9	acc_ba12c204e49e	2025-10-17	9.23	EUR	paid	1.02
inv_c430adb40fc5	sub_7f250159e82a	acc_ba12c204e49e	2025-10-20	24.62	USD	paid	2.14
inv_403ed366cc4d	sub_ebdc20fd65aa	acc_c543ae3f581a	2025-08-31	49.73	EUR	paid	7.74
inv_c21bfdecec43	sub_ebdc20fd65aa	acc_c543ae3f581a	2025-09-30	50.81	EUR	paid	5.45
inv_81bae7d742ff	sub_ebdc20fd65aa	acc_c543ae3f581a	2025-10-28	52.62	EUR	paid	8.24
inv_e044b1f3835c	sub_1899fd0244e1	acc_679a74202bc3	2025-07-08	25.41	USD	paid	0.07
inv_088ec2e4d912	sub_1899fd0244e1	acc_679a74202bc3	2025-08-07	25.69	USD	paid	0.3
inv_2dda4edf66ed	sub_1899fd0244e1	acc_679a74202bc3	2025-09-07	24.37	USD	paid	3.96
inv_6be478d72445	sub_1899fd0244e1	acc_679a74202bc3	2025-10-07	25.73	USD	paid	4.74
inv_b08d245bc3bd	sub_685155f0f0e1	acc_b8b29f3064d2	2025-07-11	519.66	EUR	paid	29.65
inv_71b0b8efecb5	sub_81046efcc0e9	acc_2640bf1d0bcb	2025-06-19	25.1	USD	paid	1.64
inv_5a6bcd8e9c39	sub_81046efcc0e9	acc_2640bf1d0bcb	2025-07-20	24.98	USD	paid	1.03
inv_370f4c54a59e	sub_81046efcc0e9	acc_2640bf1d0bcb	2025-08-19	24.77	USD	paid	1.46
inv_131f48b3ec24	sub_81046efcc0e9	acc_2640bf1d0bcb	2025-09-18	25.21	USD	paid	0.05
inv_8961d573350d	sub_81046efcc0e9	acc_2640bf1d0bcb	2025-10-17	25.03	USD	paid	4.97
inv_ceb4b0dadba0	sub_b144fe1dca6e	acc_24459e394500	2025-08-14	243.24	USD	paid	14.95
inv_97778f2ffe22	sub_cb6a7c318c9a	acc_6a5988ffbc3d	2025-07-20	9.12	EUR	paid	0.29
inv_af13d238d83b	sub_cb6a7c318c9a	acc_6a5988ffbc3d	2025-08-18	9.15	EUR	paid	1.05
inv_135392f2b7c4	sub_cb6a7c318c9a	acc_6a5988ffbc3d	2025-09-17	9.35	EUR	paid	1.25
inv_91328dd3e923	sub_cb6a7c318c9a	acc_6a5988ffbc3d	2025-10-19	9.31	EUR	paid	0.24
inv_9f7fe9cf6566	sub_bcfd7859f3cb	acc_d7ca99aafef5	2025-08-09	56.47	USD	failed	8.35
inv_ffc56b2f031a	sub_bcfd7859f3cb	acc_d7ca99aafef5	2025-09-06	55.98	USD	paid	8.22
inv_02c687e9b057	sub_bcfd7859f3cb	acc_d7ca99aafef5	2025-10-08	53.97	USD	paid	6.81
inv_24cd5dc7a21c	sub_a0992c01345f	acc_31cb577f6651	2025-07-13	9.99	USD	paid	0.81
inv_220aec21172b	sub_a0992c01345f	acc_31cb577f6651	2025-08-11	10.04	USD	paid	1.59
inv_191cf1d3f2f4	sub_a0992c01345f	acc_31cb577f6651	2025-09-10	9.72	USD	paid	1.32
inv_edeb5db4188a	sub_a0992c01345f	acc_31cb577f6651	2025-10-10	9.72	USD	paid	0.77
inv_4d4f9989f955	sub_dcbcb33761fe	acc_31cb577f6651	2025-08-16	10.0	USD	paid	1.21
inv_7bf452212799	sub_dcbcb33761fe	acc_31cb577f6651	2025-09-15	10.3	USD	paid	1.54
inv_a68fc09d78a4	sub_dcbcb33761fe	acc_31cb577f6651	2025-10-16	10.23	USD	paid	0.2
inv_53fa65cbf63d	sub_0f5c0d80671c	acc_31cb577f6651	2025-09-21	7.91	GBP	paid	0.48
inv_f08ba82dedd4	sub_0f5c0d80671c	acc_31cb577f6651	2025-10-19	8.06	GBP	paid	1.29
inv_9556e7ba5145	sub_1ed2c15b244a	acc_36b392e8a23c	2025-08-21	102.06	USD	paid	11.33
inv_403baec07f12	sub_5d306576add9	acc_31b48694cfc2	2025-09-04	25.15	USD	paid	1.75
inv_647e7f0915af	sub_5d306576add9	acc_31b48694cfc2	2025-10-04	24.38	USD	paid	0.5
inv_6de0aed0fad5	sub_cdda9af9c3f0	acc_64214733c4b5	2025-07-15	231.66	EUR	paid	3.06
inv_46c1b4a5d3c2	sub_2a0007df4d24	acc_2bb0648b364d	2025-07-13	246.47	USD	paid	7.98
inv_8a8210c1dc85	sub_7c0a6b529e29	acc_00f616db0f04	2025-07-20	8.03	GBP	paid	1.29
inv_d03573590f15	sub_7c0a6b529e29	acc_00f616db0f04	2025-08-20	8.1	GBP	paid	1.3
inv_00f0249a76f8	sub_7c0a6b529e29	acc_00f616db0f04	2025-09-20	8.04	GBP	paid	0.24
inv_df6541ee2a55	sub_7c0a6b529e29	acc_00f616db0f04	2025-10-19	7.84	GBP	paid	0.21
inv_890e4c44a756	sub_bbbc14c5b94d	acc_ef57b9d9ca58	2025-09-07	9.97	USD	paid	1.51
inv_50a33096025d	sub_bbbc14c5b94d	acc_ef57b9d9ca58	2025-10-08	9.73	USD	paid	1.35
inv_807e05533358	sub_d381e74fa2d8	acc_88ce0da8c715	2025-08-23	24.63	USD	paid	1.26
inv_2c0274c26b42	sub_d381e74fa2d8	acc_88ce0da8c715	2025-09-22	24.27	USD	paid	1.33
inv_f07261b8eadc	sub_d381e74fa2d8	acc_88ce0da8c715	2025-10-21	25.66	USD	paid	3.77
inv_1eeaa75cc742	sub_936272a25ef6	acc_88ce0da8c715	2025-09-29	25.09	USD	paid	0.38
inv_b8d32d306f9e	sub_936272a25ef6	acc_88ce0da8c715	2025-10-27	24.62	USD	paid	2.96
inv_6abc525f0ba7	sub_2a6d39873b6f	acc_1b45cd353771	2025-08-10	9.16	EUR	paid	0.61
inv_407cefb92ebd	sub_2a6d39873b6f	acc_1b45cd353771	2025-09-10	9.31	EUR	paid	1.33
inv_f9a3b6b67611	sub_2a6d39873b6f	acc_1b45cd353771	2025-10-09	9.36	EUR	paid	1.26
inv_6f19a02d5dae	sub_cc075792da56	acc_6cbddd0781e4	2025-07-30	251.02	USD	paid	23.95
inv_22167f144524	sub_171a7d3a8d54	acc_e385fc3dd40f	2025-09-03	9.08	EUR	paid	1.52
inv_e03551e0eb62	sub_171a7d3a8d54	acc_e385fc3dd40f	2025-10-04	9.15	EUR	paid	0.1
inv_200e16e5726a	sub_1d80cc2ce3bc	acc_e385fc3dd40f	2025-10-15	9.98	USD	paid	0.37
inv_fa54e68b6b1f	sub_cc56de8d17d3	acc_a6a9ffbe8af4	2025-08-30	239.37	EUR	paid	41.19
inv_8a298e614c5c	sub_9b753d69ab81	acc_a6a9ffbe8af4	2025-10-17	9.35	EUR	paid	1.53
inv_e717bbf3b6dd	sub_c1d30da0de18	acc_cd74548a205a	2025-06-18	9.33	EUR	paid	0.53
inv_543f1f8fed1f	sub_c1d30da0de18	acc_cd74548a205a	2025-07-17	9.35	EUR	paid	0.96
inv_654e7a147884	sub_c1d30da0de18	acc_cd74548a205a	2025-08-18	9.45	EUR	paid	0.03
inv_a3a7cc36f455	sub_c1d30da0de18	acc_cd74548a205a	2025-09-16	9.48	EUR	paid	0.04
inv_7543aa53ae64	sub_c1d30da0de18	acc_cd74548a205a	2025-10-16	9.5	EUR	paid	0.26
inv_0e0a52fac15d	sub_740ca511221d	acc_1622bfc2c787	2025-07-21	55.83	USD	paid	10.7
inv_685bb5346966	sub_740ca511221d	acc_1622bfc2c787	2025-08-20	53.41	USD	paid	10.53
inv_571b77f0141c	sub_740ca511221d	acc_1622bfc2c787	2025-09-18	53.72	USD	paid	4.74
inv_28df87c990f4	sub_740ca511221d	acc_1622bfc2c787	2025-10-19	55.15	USD	paid	6.66
inv_40125547b0ab	sub_d1d874444944	acc_1622bfc2c787	2025-09-01	9.47	EUR	paid	1.52
inv_0a65fe54f884	sub_d1d874444944	acc_1622bfc2c787	2025-10-01	9.19	EUR	paid	0.91
inv_ac05fc8d30a3	sub_f747fd123acc	acc_1622bfc2c787	2025-10-10	197.09	GBP	paid	3.24
inv_1102c843eea6	sub_99f7e17526ec	acc_b73432be5a15	2025-09-12	7.8	GBP	paid	0.87
inv_fc16a790d814	sub_99f7e17526ec	acc_b73432be5a15	2025-10-10	7.85	GBP	paid	0.59
inv_2281c2de2ab5	sub_480e47cba868	acc_b73432be5a15	2025-10-20	9.44	EUR	paid	1.17
inv_46773d9fddd9	sub_07c38b0c84c9	acc_1c2cdad10ba7	2025-07-25	828.71	INR	paid	64.49
inv_5837143243c2	sub_07c38b0c84c9	acc_1c2cdad10ba7	2025-08-24	845.87	INR	paid	125.68
inv_a59bc3a52160	sub_07c38b0c84c9	acc_1c2cdad10ba7	2025-09-21	827.61	INR	failed	87.98
inv_030383f6a59f	sub_07c38b0c84c9	acc_1c2cdad10ba7	2025-10-23	856.1	INR	failed	104.48
inv_c4fa34c3e604	sub_eab4de5cf60e	acc_1966dca64f09	2025-08-07	2030.99	INR	paid	344.84
inv_2c84c6b5a10b	sub_eab4de5cf60e	acc_1966dca64f09	2025-09-07	2050.97	INR	paid	62.36
inv_d9fea4825460	sub_eab4de5cf60e	acc_1966dca64f09	2025-10-06	2097.91	INR	paid	119.46
inv_689cf1e502f1	sub_3b725b2ddc49	acc_1966dca64f09	2025-09-21	50.65	EUR	paid	2.42
inv_1798b93ee0b4	sub_3b725b2ddc49	acc_1966dca64f09	2025-10-21	49.71	EUR	paid	0.47
inv_79d139ab0658	sub_3c4d92036575	acc_b1ed55e14f2c	2025-07-01	10.15	USD	paid	0.53
inv_8cad9d4035f5	sub_3c4d92036575	acc_b1ed55e14f2c	2025-07-31	10.1	USD	paid	1.95
inv_09048c10c7e1	sub_3c4d92036575	acc_b1ed55e14f2c	2025-08-28	9.98	USD	paid	1.39
inv_fe68675f648f	sub_3c4d92036575	acc_b1ed55e14f2c	2025-09-29	9.86	USD	paid	0.39
inv_c80854060001	sub_3c4d92036575	acc_b1ed55e14f2c	2025-10-28	10.11	USD	paid	0.08
inv_9923a62fa599	sub_e64922c56509	acc_5077302252cb	2025-06-19	2031.38	INR	paid	352.82
inv_c03a1c64d886	sub_e64922c56509	acc_5077302252cb	2025-07-18	2096.08	INR	paid	119.99
inv_7647bd6d0450	sub_e64922c56509	acc_5077302252cb	2025-08-18	2072.9	INR	paid	405.08
inv_c8c3b918630e	sub_e64922c56509	acc_5077302252cb	2025-09-16	2049.55	INR	paid	201.64
inv_cf32ca9648c0	sub_e64922c56509	acc_5077302252cb	2025-10-17	2097.54	INR	paid	365.4
inv_50d80b115ff5	sub_8668eb3e1887	acc_5077302252cb	2025-07-27	822.11	INR	paid	13.15
inv_bfd7afe41085	sub_8668eb3e1887	acc_5077302252cb	2025-08-26	829.6	INR	paid	111.35
inv_f1016a0e04c1	sub_8668eb3e1887	acc_5077302252cb	2025-09-25	849.81	INR	paid	22.45
inv_25ba279efdff	sub_8668eb3e1887	acc_5077302252cb	2025-10-23	856.01	INR	paid	158.36
inv_c928bf327594	sub_6e73731c538f	acc_6cd727c304a0	2025-07-31	235.49	EUR	paid	32.25
inv_aabf8432622b	sub_a2b194060999	acc_1caa688a2af5	2025-08-14	252.47	USD	paid	29.55
inv_1b09fa2e0d63	sub_7d14f1f2e4fb	acc_2ca50a1efb9a	2025-08-09	9.49	EUR	paid	1.42
inv_b9988ff2a3a2	sub_7d14f1f2e4fb	acc_2ca50a1efb9a	2025-09-08	9.05	EUR	paid	0.05
inv_bf58d53d488c	sub_7d14f1f2e4fb	acc_2ca50a1efb9a	2025-10-08	9.55	EUR	paid	0.92
inv_f0278a99d46b	sub_a6e72f7d400e	acc_cf3f953d2c63	2025-07-03	2045.82	INR	paid	193.18
inv_0c311ecb0ba0	sub_a6e72f7d400e	acc_cf3f953d2c63	2025-08-01	2116.41	INR	paid	184.94
inv_61e9f770fda0	sub_a6e72f7d400e	acc_cf3f953d2c63	2025-09-01	2059.23	INR	paid	94.56
inv_27cb400869ed	sub_a6e72f7d400e	acc_cf3f953d2c63	2025-10-01	2092.97	INR	paid	397.68
inv_37b1990c4656	sub_6cdab35b677b	acc_cf3f953d2c63	2025-08-14	53.77	USD	paid	4.1
inv_8d3269de71ce	sub_6cdab35b677b	acc_cf3f953d2c63	2025-09-12	56.45	USD	paid	8.29
inv_2f3884cc77ce	sub_6cdab35b677b	acc_cf3f953d2c63	2025-10-13	53.79	USD	paid	9.9
inv_1c95fc4a56b3	sub_68d948d2b039	acc_11f80edd192a	2025-07-20	9.72	USD	paid	1.5
inv_a66110a5ebf0	sub_68d948d2b039	acc_11f80edd192a	2025-08-19	10.29	USD	paid	1.02
inv_48a0dc4a8856	sub_68d948d2b039	acc_11f80edd192a	2025-09-19	10.13	USD	paid	1.3
inv_4c37a0d94498	sub_68d948d2b039	acc_11f80edd192a	2025-10-18	10.2	USD	paid	0.15
inv_7868c2cbbc05	sub_a3fa5c68eca1	acc_ffb013acdece	2025-08-17	93.06	EUR	paid	9.22
inv_816a7b7eec7a	sub_e05a8273d16c	acc_0e39ff10991f	2025-08-03	542.06	USD	paid	69.85
inv_f365dfa5f446	sub_59278472c07b	acc_3d8855d16aeb	2025-08-27	8132.93	INR	paid	82.53
inv_a7f0d53e36d7	sub_38ec2191e236	acc_28f82164879f	2025-07-15	9.08	EUR	paid	1.13
inv_5f54dbfbe845	sub_38ec2191e236	acc_28f82164879f	2025-08-16	9.35	EUR	paid	1.7
inv_a2036d806466	sub_38ec2191e236	acc_28f82164879f	2025-09-14	9.44	EUR	paid	0.42
inv_68ae837191f5	sub_38ec2191e236	acc_28f82164879f	2025-10-14	9.03	EUR	paid	1.74
inv_c8048c7049ef	sub_f6524f6a2c07	acc_28f82164879f	2025-08-21	102.82	USD	paid	16.14
inv_708803c4e3cc	sub_a5ad0222a23c	acc_f5572bcf4737	2025-08-02	9.9	USD	paid	0.92
inv_3a31adc8d108	sub_a5ad0222a23c	acc_f5572bcf4737	2025-08-31	9.78	USD	paid	1.76
inv_c232e7e60baa	sub_a5ad0222a23c	acc_f5572bcf4737	2025-10-02	9.9	USD	paid	1.21
inv_f74ac5997759	sub_b1cc64b91262	acc_e8ff19c45d3c	2025-06-23	9.55	EUR	paid	0.93
inv_9dbf4750eebf	sub_b1cc64b91262	acc_e8ff19c45d3c	2025-07-22	9.47	EUR	paid	0.38
inv_02383a07dec4	sub_b1cc64b91262	acc_e8ff19c45d3c	2025-08-23	9.56	EUR	refunded	0.33
inv_9f2a7f1e7360	sub_b1cc64b91262	acc_e8ff19c45d3c	2025-09-20	9.07	EUR	refunded	0.3
inv_c4194ad2e209	sub_b1cc64b91262	acc_e8ff19c45d3c	2025-10-20	9.31	EUR	failed	0.15
inv_e77f3791b383	sub_c8ac1823eb89	acc_cd580614ce73	2025-07-28	9.53	EUR	paid	0.12
inv_9ed868b11558	sub_c8ac1823eb89	acc_cd580614ce73	2025-08-27	9.31	EUR	paid	1.74
inv_c10accea71ea	sub_c8ac1823eb89	acc_cd580614ce73	2025-09-26	9.53	EUR	paid	0.37
inv_499639441b71	sub_c8ac1823eb89	acc_cd580614ce73	2025-10-27	9.15	EUR	paid	0.53
inv_e13e1cfa4272	sub_e0f8d455d710	acc_cd580614ce73	2025-09-07	24.72	USD	paid	2.0
inv_a3941ff74b0a	sub_e0f8d455d710	acc_cd580614ce73	2025-10-09	24.85	USD	paid	2.49
inv_aa9d639b219b	sub_cc95694bb16e	acc_cd580614ce73	2025-10-15	78.28	GBP	paid	4.5
inv_9819df92cdc7	sub_fc7dab09c5c8	acc_fa055aa26384	2025-08-15	432.16	GBP	paid	37.87
inv_bf61f2ed5f92	sub_12db41e722be	acc_f196f7a31055	2025-08-10	9.7	USD	paid	1.88
inv_4aa7d7abd63f	sub_12db41e722be	acc_f196f7a31055	2025-09-08	9.72	USD	paid	0.91
inv_8672da2bcda0	sub_12db41e722be	acc_f196f7a31055	2025-10-08	10.14	USD	paid	0.06
inv_d0ea7ba59641	sub_80cbfee1e084	acc_53a5164954e4	2025-07-25	858.39	INR	paid	105.34
inv_a9361ef6e13a	sub_80cbfee1e084	acc_53a5164954e4	2025-08-23	854.76	INR	paid	94.08
inv_a2c2737af875	sub_80cbfee1e084	acc_53a5164954e4	2025-09-21	857.74	INR	paid	39.36
inv_4bcad236ecdd	sub_80cbfee1e084	acc_53a5164954e4	2025-10-21	833.68	INR	paid	133.95
inv_ad8a850358cc	sub_a83cf2365240	acc_53a5164954e4	2025-08-24	9.8	USD	paid	1.04
inv_d9aac41a04d7	sub_a83cf2365240	acc_53a5164954e4	2025-09-23	10.08	USD	paid	1.77
inv_62dcec037812	sub_a83cf2365240	acc_53a5164954e4	2025-10-23	10.19	USD	failed	1.1
inv_4aa3e100b031	sub_72c29d7f53d4	acc_b2299c4ccf96	2025-07-10	97.75	USD	paid	1.46
inv_3b3a654993b2	sub_266707af7703	acc_8ca27f4dd0d3	2025-08-01	98.41	USD	paid	9.08
inv_b1fb2c0df499	sub_4a023f173cb1	acc_82b861a5154a	2025-08-20	24.93	USD	paid	3.03
inv_315bfb3946dc	sub_4a023f173cb1	acc_82b861a5154a	2025-09-19	24.32	USD	paid	3.12
inv_4509af7e5d69	sub_4a023f173cb1	acc_82b861a5154a	2025-10-18	25.4	USD	paid	2.52
inv_3c7a92b4eaee	sub_4da559db0866	acc_90e9a99003ea	2025-08-04	244.59	USD	paid	43.63
inv_2fa2d6556f2e	sub_4cc7f15c6575	acc_68e5d2bba51b	2025-07-21	9.16	EUR	paid	0.78
inv_e97985186da2	sub_4cc7f15c6575	acc_68e5d2bba51b	2025-08-20	9.06	EUR	paid	1.05
inv_900894081a75	sub_4cc7f15c6575	acc_68e5d2bba51b	2025-09-19	9.1	EUR	paid	1.8
inv_2f005e521e24	sub_4cc7f15c6575	acc_68e5d2bba51b	2025-10-20	9.44	EUR	paid	1.77
inv_89a5c37cc532	sub_2dc797bbfefe	acc_68e5d2bba51b	2025-09-01	9.7	USD	paid	1.53
inv_cf83fb98fdb6	sub_2dc797bbfefe	acc_68e5d2bba51b	2025-09-30	9.9	USD	paid	1.5
inv_d0285105d134	sub_e4aa3f3f4b7e	acc_9d12162bd5a0	2025-08-01	50.87	EUR	paid	6.37
inv_4b28da5d97cd	sub_e4aa3f3f4b7e	acc_9d12162bd5a0	2025-09-01	52.09	EUR	paid	2.11
inv_3114233b9139	sub_e4aa3f3f4b7e	acc_9d12162bd5a0	2025-10-01	51.7	EUR	paid	5.28
inv_67c475c58e0e	sub_e4aa3f3f4b7e	acc_9d12162bd5a0	2025-10-29	51.11	EUR	paid	7.25
inv_3d43279699c4	sub_483a65e718c2	acc_d9882db4ac99	2025-08-06	10.2	USD	paid	1.39
inv_8000ea7d0b25	sub_483a65e718c2	acc_d9882db4ac99	2025-09-05	10.28	USD	paid	0.83
inv_8d13956bb95e	sub_483a65e718c2	acc_d9882db4ac99	2025-10-06	10.19	USD	paid	1.23
inv_228a53b4a0de	sub_fa23711ddade	acc_6d3c284f4916	2025-09-04	81.13	GBP	paid	9.52
inv_3b5bec6635f3	sub_4e4cd779639e	acc_05cabbfc6451	2025-07-20	98.25	USD	paid	9.62
inv_103d5dfdd93a	sub_17296911a1b1	acc_c01c58886edc	2025-06-26	97.51	USD	paid	9.41
inv_34b8b4615958	sub_c6b854e387f9	acc_7bdcc9bf69cf	2025-07-28	848.53	INR	paid	32.7
inv_49161b3d0ada	sub_c6b854e387f9	acc_7bdcc9bf69cf	2025-08-27	813.49	INR	paid	93.53
inv_9adcd253e6b3	sub_c6b854e387f9	acc_7bdcc9bf69cf	2025-09-24	825.57	INR	paid	118.64
inv_fb550bc6b42d	sub_c6b854e387f9	acc_7bdcc9bf69cf	2025-10-25	811.34	INR	paid	2.13
inv_e8b04fce7343	sub_1cecabd5ec38	acc_60f17195b20d	2025-08-01	4550.74	INR	paid	664.45
inv_01a5e65943a7	sub_1cecabd5ec38	acc_60f17195b20d	2025-08-30	4708.57	INR	paid	561.15
inv_4847380909de	sub_1cecabd5ec38	acc_60f17195b20d	2025-09-28	4582.57	INR	paid	137.9
inv_1415e4917b08	sub_1cecabd5ec38	acc_60f17195b20d	2025-10-30	4649.78	INR	failed	157.5
inv_ee633810285e	sub_1bb7d0aa7ddf	acc_b80b80e229dc	2025-07-31	9.45	EUR	paid	1.84
inv_12505c8e2248	sub_1bb7d0aa7ddf	acc_b80b80e229dc	2025-08-28	9.07	EUR	paid	1.39
inv_8faec4783196	sub_1bb7d0aa7ddf	acc_b80b80e229dc	2025-09-28	9.22	EUR	refunded	1.02
inv_4e4cd812316b	sub_1bb7d0aa7ddf	acc_b80b80e229dc	2025-10-27	9.5	EUR	paid	0.97
inv_086f72f9bc81	sub_7cf613088ae2	acc_6e8a0588e222	2025-07-24	853.15	INR	paid	51.63
